Company,Day,Subject,Content
User,Day 6,Re: Any insights from SaaStock first_name?,"Hi first_name,
Wondering if you had a chance to check out my last email, maybe you had some thoughts about last week you could share with me?
Thanks!"
User,Day 9,Re: Any insights from SaaStock first_name?,"Hey first_name,
I didn¡¯t want to annoy you with more follow-ups, so if in the future, you¡¯re looking for a tool like User.com, feel free to reach out.
Until then best regards,
John"
Aircall,Day 0,Aircall - SaaS Growth,"Hey first_name,
I wanted to wait a few days before getting in touch after SaaS Growth, as I'm sure you've been subjected to the traditional post-event deluge!
My reason for emailing is that you're the title at company_name, which makes me think you're likely involved in decisions around the company tech stack.
Given that one key theme of SaaS Growth was business transformation in a time of crisis, I wanted to better understand what you're doing currently to maintain a competitive advantage in your sector?
If Aircall could help your team to drive more revenue - even from the comfort of their sofa - would you be open to a chat?
John
--
John Doe
Sales Development Representative
UK: +44 1234 123456
IE: +353 1234 1234
AU: +61 123 123 123
john.doe@aircall.io
aircall.io
Schedule a Meeting"
ProfitWell,Day 0,accuracy,"Hey first_name - saw you're using technology. Not sure if you're aware, but we built absolutely accurate, turnkey financial metrics for technology that are used by 15k+ subscription companies.
They're also 100% free (we make money through add-ons). I won't bore you with all the details, since you can find them here.
When works next week to get you setup? Here to help."
ProfitWell,Day 2,Re: accuracy,Hey first_name - bumping this to the top of the ol' inbox. When works to chat? What questions can I answer on this end?
Segment,Day 0,"first_name, Your Segment Demo Request","Hi first_name,
Thanks for reaching out! It's great to see that company_name is interested in learning more about Segment.
To help me get you the right resources, can you please tell me a little about what you are hoping to accomplish with Segment?
If it¡¯s easier, happy to chat on the phone as well! You can view my availability here.
Best,
John Doe ¡¤ Growth Manager"
Segment,Day 1,"Re: first_name, Your Segment Demo Request","Just got a reminder to follow up on the status of your demo request, so just wanted to float this back up to the top of your inbox in case it got buried!
Would love to unpack how company_name can best leverage Segment over a quick call. What is the best time for us to connect?"
Segment,Day 3,company_name's Segment Account,"first_name -- Not sure if you saw my previous emails, but just wanted to tell you a little more about how Segment can help you with your data strategy.
We make it easy for you to take your customer data from where it¡¯s generated (your website, mobile app, server, etc) and move it to where it¡¯s useful (Google Analytics, Intercom, etc), giving you a 360-degree view of your customers.
What are your thoughts? Are you free Tuesday for us to dig a little deeper?
Looking forward to speaking with you soon."
Segment,Day 6,Re: company_name's Segment Account,"Hi first_name -- I know this is my 4th email now and I definitely don't want to spam you. Is this just not the right fit, not the right time, or maybe I should be speaking with someone else?
If you'd still like to speak, please let me know and we can schedule some time."
Segment,Day 8,How Segment helped Typeform Improve Data Quality by 75%,"Hi first_name - I wanted to share a relevant customer example as a follow up to your demo request.
Prior to using Segment, Typeform¡¯s eng team suffered poor data quality which impacted their ability to make accurate business decisions. With our solution, they enforced naming standards upon data collection
allowing them to reduce the number of tracked events by 75%. This became immensely impactful for their downstream analysis because now Typeform has complete consistency in how they track events across all tools.
Curious how much time your team spends extracting & consolidating raw data for your analytics, product and marketing teams? Do you often see inconsistencies between tools and queries?
Would love to connect if this is on your radar, or anyone else¡¯s at company_name?"
Segment,Day 10,Re: How Segment helped Typeform Improve Data Quality by 75%,"first_name
Looking forward to connecting with you on your customer data initiatives at ((company_name.
Is creating a centralized data pipeline for all event and behavioral data something that your team would be interested in learning more about?
We're working on this approach with other high-growth eng teams at Instacart and Ipsy to direct eng resources toward core product, so thought it would be great to better understand if this data strategy would fit for your team as well.
If there's someone on your team that's better suited for this conversation, please let me know as well.
Best,
John Doe ¡¤ Growth Manager"
Segment,Day 13,Checking in one last time,"first_name - looks like I caught you at a moment where this isn¡¯t burning. We can understand - growth is about prioritizing.
If you'd still like a quick introduction, please let me know. Otherwise, when this comes back up in the org, give me a shout. I will be more than happy to restart the conversation.
If you have any colleagues that you think would benefit from a chat about Segment, feel free to share my contact info.
Have a nice day,"
Vaporware,Day 0,product at company_name,"Hi first_name,
I¡¯m John, co-founder at Vaporware -- vaporware.net -- nice to meet you.
Our super power is analyzing your SaaS customer data for early churn predictors -- leading to more user engagement, happier users, increased CLTV, reduced churn, and you already know this song so I¡¯ll stop singing.
We¡¯re a 100% US-based team and we¡¯ve been doing this for a long time.
I don¡¯t want to bug you with a sales pitch -- just hoping to connect, learn about company_name, and share how we might be able to help.
Do you have a few minutes for a call, perhaps Friday or Tuesday?
John"
Vaporware,Day 4,,"Hi again, first_name -- just wanted to follow up on my email from Tuesday -- see below. Let me know if you¡¯d be up for a short intro call.
Happy to connect with colleague_name if you think they might be a better place for me to start.
Thanks,
Dan"
salesprocess.io,Day 0,"Time to Rethink Your Outreach, first_name:","Hi first_name,
Our primary goal is to help you grow your revenue. We show you how to fill your calendar with pre-qualified appointments...on autopilot...by creating, testing, and automating a compelling message. These are your ""at bats""; the more the better. This is our calendar as of date:
We help you build:
1) a constant flow of appointments;
2) a qualifying process to identify the best opportunities;
3) your presentation and closing scripts, and;
4) iterations to get the highest possible conversion rate.
Our guarantee is simple. If we can't fill your calendar, we refund your fees with us.
How do we accomplish the above?
- With powerful copywriting - a proven process to develop attention-grabbing messaging that stimulates action by your ideal prospect;
- With formatting that puts prospects in a buying frame of mind;
- Through marketing automation to scale massively;
- Fine-tuning the entire system, from initial message, to case study.
If you would like to know more, check out https://salesprocess.io/process_flow, then let's chat: sender.calendar_link
With over 900 clients now, our testimonials are deep and case studies strong. When you see our thesis, you'll understand how we're able to take companies like yours from an idea, to $1M+, or from $10M to $20M, in a year.
Looking forward to hearing from you, first_name!
Regards,
-- John Doe
Account Executive
@ Salesprocess.io"
salesprocess.io,Day 9,"$10M ARR: Have you done the math,","Hi first_name,
Your product development journey might take a parallel path, with slightly different twists and turns, but the steps are essentially the same. New company or old, big or small, the primary difference is scale.
The challenge for entrepreneurs is to get everything right before running out of resources. How do you modify the ""old"" process, so you can deliver an MVP before spending all of your time and money on development?
The old way:
1- Identify a need for a solution.
2- Test to see how many have the need.
3- Determine a value for the solution.
4- Build the solution.
5- Brand, market, and sell the solution.
6- Buy a jet and travel the world.
The Salesprocess.io way:
1- Identify a need for a solution.
2- Test to see how many have the need by selling it, virtually.
3- Determine a value for the solution - decide on a starting price.
4- Build a prototype with light branding.
5- Get buy-in and purchase orders from key prospects.
6- Build the solution.
7- Mass-market, sell the solution.
8- Buy a jet and travel the world.
9- By rearranging and adding a couple of steps centered around the prototype process, and selling the product or service before investing your valuable resources, you build in safeguards against waste, and can pivot multiple times to get the product-market fit dialed-in.
If you would like to learn how to do this economically and quickly, take a look at some of these examples and let's chat:
https://salesprocess.io/process_flow
My calendar link for a 15-min conversation:
sender.calendar_link
Looking forward to hearing from you, first_name.
John Doe
Account Executive
@ Salesprocess.io"
Gong,Day 0,A (free) gift for team last_name's top rep,"first_name,
No debating it.
They pulled through. Big time.
Who?
That rep on your team that blew out their number last quarter. (You know the one, right?)
So here¡¯s what I¡¯m thinking:
Invite them to #celebrate20 to show them how impressed you are.
(Or forward this email to them.)
Because I want them to know that everyone ? and I mean everyone ? at Gong is cheering them on.
Here¡¯s the link to sign up (it¡¯s free).
See you both there.
- John"
Gong,Day 4,It¡¯s #celebrate eve,"first_name,
It¡¯s #celebrate20 eve.
And I¡¯m bouncing off the walls.
Why?
Because #celebrate is everything I¡¯ve been *craving* for months:
Learnings by the bucket.
Meeting my personal heroes (Chris Voss and Sheena Iyengar).
Networking like it¡¯s February 2020.
And it¡¯s happening tomorrow at 8:30am PST. Just click here to join tomorrow.
I still don¡¯t know how I¡¯m going to get any sleep tonight.
- John
ps: last chance if you want to invite your team!
pps: it isn't a #celebration without free stuff, enter our #celebrate scavenger hunt to score some swag."
Gong,Day 6,Let¡¯s get this #celebration on the road,"first_name,
It¡¯s live.
#celebrate is starting soon.
And it¡¯s filling up fast.
Join the #celebration now: here¡¯s the link to get in.
Go make yourself a fresh cup pot of coffee, I¡¯ll save your seat.
- John
ps: I'm giving away free prizes! Join our #celebrate scavenger hunt to get free swag."
Gong,Day 7,Pizza is better on the second day,"first_name,
Something came up.
Or maybe you planned on watching on demand all along?
Either way, I saved a left-over slice of #celebrate20 just for you.
Relive all these sessions from yesterday: they¡¯re all available here.
My top 3 highlights:
#1 Chris Voss is nothing like I imagined. So much better live.
#2 Sheena Iyengar made me question everything I thought I knew about decision making.
#3 Oh and what about Amit¡¯s keynote? I still don¡¯t know how Gong does all that and I work here.
Share them with your team (or catch up on what you missed).
- Danny
PS: I¡¯m opening preregistration for our next #celebrate in February.  You could sign up later, but why wait? You know you won¡¯t want to miss it :)"
LinkSquares,Day 0,Intro,"Hi first_name,
I saw on LinkedIn you¡¯re the Founder at company_name and thought this would be relevant to you to maximize efficiency with contract review as you continue to scale. We work with founding teams to rename all contracts and organize them into a fully searchable repository with AI to automatically extract and track terms, dates and clauses.
It creates a consistent and accurate way to report on customer and vendor contracts. I¡¯m curious to hear how you are currently tracking key information.
Are you up for a call Friday at 2:30 or Monday at 11:00?
Best,
John"
LinkSquares,Day 5,Re: Intro,Is this something you'd be in interested in learning more about?
LinkSquares,Day 33,Please Advise,"Hi first_name,
I live by Michael Scott's Mantra, ¡°you miss 100 % of the shots you don¡¯t take¡± so heres my last shot of getting in front of you.
Do you have 10 minutes later today or this week for a quick call?
Let me know,
John"
Mixpanel,Day 0,Get answers to all your user-related questions,"Hi first_name!
My name is John and I¡¯m reaching out because Mixpanel makes it easy for titles like you to understand how your customers use your product, monetize, and retain.
Whether you are responsible for a new feature or key metrics like user conversion, engagement, and retention, Mixpanel helps you understand what's working and prioritize effectively to drive growth. Simply put: we give you data-driven answers to your most important user behavior questions, and that¡¯s why companies such as Uber, Deliveroo, and DocuSign love Mixpanel.
Want to learn more? Click the link below to view a quick overview of the tool.
https://link.com"
Paddle,Day 0,Remember us? company_name & Paddle,"Hi first_name,
It¡¯s been a while since one of the team here last talked with you about looking to sell SaaS Subscription at an Enterprise level - how have things been at company_name?
Look at your file, I¡¯m really confident Paddle¡¯s unified platform approach to monthly subscriptions & payments would be a great fit!
Did you find a good solution in the end? Or are you thinking about integrating a new Subscription Management & payment tool next year?
John Doe
P.S. Did you see our news from Paddle Forward, our $68M Series C, and what we¡¯re doing next?
John Doe
Business Development Representative"
Paddle,Day 4,Re: Remember us? company_name & Paddle,"Hi first_name - any thoughts?
John Doe
Business Development Representative"
Paddle,Day 7,Re: Remember us? company_name & Paddle,"Hi first_name
I just heard my colleague colleague_name got in touch via LinkedIn too - did you get a chance to reply to them?
Thanks
John Doe
Business Development Representative"
Paddle,Day 12,company_name - Revenue Delivery 2021,"Hi first_name,
We might have missed a few things last time we spoke, did you change payment partner in the end?
After migrating 13,000+ live customer subscriptions to Paddle, Iconosquare were able to instantly localize their pricing in dozens of markets, unify all their revenue data, cut billing costs by 15%, and become tax compliant globally.
Here¡¯s a snippet from Romain, their CEO
There¡¯s much more to Paddle we haven¡¯t touched on that enables people across your business - do you have 30 minutes to see how we can accelerate your 2021 plans?
Thanks
John Doe
Business Development Representative"
Rippling,Day 0,issue for company_name?,"Hey first_name -- is company_name dealing with these issues right now?
1) When you hire your first employee in a new state -- or someone moves to a new state and works remotely -- you need to spend a ton of time registering with each state agency for tax purposes, and deal with ongoing admin work.
2) You¡¯re seeing a big increase in your health coverage & HR costs year-over-year.
If either of these hit home, I think it¡¯d be worth your time to check out Rippling and our new PEO service -- because it can solve both of these issues for you.
Would you be open to connecting this week or next to check it out?
John
--
John Doe
Account Executive, Sales
Rippling
San Francisco, CA
99999"
Hubspot,Day 0,End of year strategy meeting,"Hi first_name,
As we approach the end of the year. I am reaching out to see if scheduling a call to discuss your end of year priorities and planning for 2021 as it relates to your marketing and sales strategy.
HubSpot has released a ton of new features to drive efficiencies for small businesses, especially in this remote environment.
If this is a timely conversation here is a link to my calendar to coordinate a call.
Thank you,
John"
Hubspot,Day 4,Re: End of year strategy meeting,"Hi first_name,
Would you find value in setting up a time to discuss your business goals and how HubSpot might be able to assist with them?
My goal of a call would be to solve for these topics:
- What are your top priorities for the end of the year and 2021?
- What parts of your marketing/sales strategy do you wish you could fix quickly?
- What does success mean to you?
If you're open to an exploratory conversation to review this, book time by clicking on my calendar link or let me know when it would make sense to chat.
Looking forward to speaking,
John"
Hubspot,Day 11,Re: End of year strategy meeting,"Hi first_name,
Just following up to see if it makes sense to connect about evaluating a new marketing and sales solution?
The purpose of my call was to learn about what you are doing from a marketing and sales standpoint and offer an account strategy review to help with the success and growth of your business
Is that worth a 15-minute conversation? Book time with me here
Thanks,
John"
Hubspot,Day 26,Re: End of year strategy meeting,"Hi first_name,
I have reached out 3 times prior to this email with no luck connecting. Can you just let me know if HubSpot is on your radar or not?
Q4 is typically the best time of the year to evaluate software with year-end incentives. If this is worth exploring further lets book some time to discuss. If not, should we pick up conversations in 2021?
Thank you,
RJ"
Workato,Day 0,conference meeting,"Hi first_name,
I see you're also attending conference tomorrow. My company (Workato) is sponsoring and I'd love to meet you at our booth or in the HopIn virtual chat.
Do you have time during or after the event to discuss how Workato is helping featured speakers like Nextdoor, Sisense and Facebook power their integration strategy?
Cheers,
John"
Workato,Day 1,Re: conference meeting,"Good morning first_name,
Not sure if you saw my first message but it'd be great to chat with you today about how we're helping conference speakers like Facebook, Nextdoor and Sisense with their integration strategy.
We can meet at my booth (Workato) or we can just hop into a chat room.
What time works for you?
Best,
John"
Workato,Day 6,Any thoughts on conference?,"Hi first_name,
I hope you also had a great conference. The speaker lineup was phenomenal - Nextdoor's CPO), Facebook's Head of Product, Sisense's Co-Founder & Head of Product. Even Workato's own Co-Founder & CTO, Gautham Viswanathan.
I'd love to hear your thoughts and share how we're helping these companies with their integration strategy. Are you open to sharing over a call?
Thanks,
John"
Vidon,Day 0,first_name - Let's talk about your prospecting,"Hey first_name,
I hope you don't mind me reaching out personally like this. We're in the same group on group_name and I thought you'd be interested in this technology.
I've explained in the video below:
So basically it creates a clone of your face and voice (also known as a deepfake). Allowing you to create 100s of personalized videos in the time it takes to make one. Which is amazing to see how far technology has come.
The idea is that video is by far the most personal way of communicating digitally. Putting a face to the 100s of faceless email we receive each day can be really powerful for improving engagement. But if you've tried video before you know it's not scalable. Until now that is.
I hope you do find this interesting! I would have messaged you on group_name directly but it kind of ruins the surprise unless you see it in email.
You can learn more about the tech here or try it for yourself. The real wow moment is hearing how well it clones your own voice. It takes about 20 minutes of video recordings to do so.
If you fancy chatting further about this here is a link to my calendar. If you're not interested click here.
Have a great day.
Cheers,
John
John Doe | Founder @ Vidon"
Vidon,Day 2,Re: first_name - Let's talk about your prospecting,"Hi first_name,
I hope you're well.
I'm just wondering if you had a chance to take a look at the video cloning. What do you think of it?
If you are not interested click here.
All the best,
John"
Hubspot,Day 0,company_name & HubSpot | meeting proposal,"Hi first_name,
Hope you are having a great day! Reaching out here as I'm the HubSpot point of contact for company_name.
Wanted to reach out because I got a notification that you came by the HubSpot pricing page. Are you currently evaluating marketing/CRM software for company_name or is lead generation a priority for you?
Let me know if you have any questions or want to hop on a quick call. I'd love to learn more about your 2021 goals and what you're looking for to see if HubSpot would be a good fit. Feel free to throw some time on my calendar at your convenience.
Looking forward to connecting soon.
John"
Hubspot,Day 9,"One last note, first_name","Hi first_name,
Hope you can appreciate my persistence. I've reached out a couple times to see if it makes sense to connect regarding your lead generation and lead management goals.
Since I haven't heard back, I'll assume that HubSpot is off the table for now.
In the meantime, feel free to check out these G2 Crowd reviews on our CRM and the best marketing automation software in 2020. HubSpot was ranked #1 in the industry for both B2B and B2C companies.
Door is always open if we can help in the future.
All the best,
John"
ProfitWell,Day 0,free to paid,"Hey first_name - we just launched Retain for Trials, a new feature for Retain (our product that reduces lost customers on auto-pilot). Retain for Trials automatically recovers lost revenue from your free trials and increases your conversation rate.
When works next week to talk you through Retain? Perhaps Tuesday afternoon?
JD
P.S. To give you a sense of impact, data shows a boost in free to paid conversion of up to 20%"
ProfitWell,Day 3,Re: free to paid,"Hey first_name - bump here. Want to get you hooked up with Retain for Trials. When works next week for a call?
PC"
MonkeyLearn,Day 0,Text Analysis for company_name,"Hey first_name,
I noticed that you signed up with us, and we are big company_name fans.
It looks like the team there has text to analyze. To help you get started with some best practices around topic, sentiment, keywords and more, check out our Guide to Text Analysis.
We work with many customer facing teams helping them generate insights - what text data are you working with?
Cheers,
John
PS - check out our free WordCloud Generator, where you can paste in text and get a quick visual.
--
John
MonkeyLearn. No-code text analysis."
MonkeyLearn,Day 1,Text analysis in spreadsheets?,"first_name,
By the way, if you are analyzing your text manually, check out our Google Sheets Add-on or Excel options to analyze rows by keywords, sentiment and more.
If you want to analyze new data automatically, you can use a custom workflow to automatically tag and report on new insights with your own criteria.
Are you interested in a quick chat to see how you can set it up?"
MonkeyLearn,Day 7,"Three strikes, and then you automate","first_name,
When should you automate a manual process? We are talking about text analysis, but we can lean on best practices from the software world.
Developers live by these rules:
- The first time you do something, just do it by hand.
- The second time you do something similar, wince at the repetition and do it anyway.
- The third time you do something similar, you automate.
We know what it's like to have to see the same manual text process over and over - the repetition is draining.
You signed up recently, so what are you trying to automate?
Please fill me in,
- John"
MonkeyLearn,Day 12,What about that text to analyze?,"Hey first_name,
You have a steady stream of text to analyze, and there is a much better future out there for teams that are struggling to tag things manually.
We haven't been able to help you get started, is automating this no longer a priority?
Thanks in advance for the update,
John"
Rollworks,Day 0,sales/mar-tech collab of the century,"Hi first_name,
As someone with a growth mindset, I figured you would be interested in the most efficient and effective way for your team to build pipeline, increase ROI, and accelerate deal velocity! RollWorks is here to help :)
We provide an Account-Based Marketing platform that helps B2B companies like Snowflake and Blackbaud identify their target account lists (leveraging fit, intent, and engagement signals), reach decision makers across channels, and provide transparent reporting at the account and contact level. We drive 8.5x ROI with our data driven approach, and I thought this might be a good fit for company_name's digital strategy as well.
Do you have some time to connect Tuesday?
Thanks,
John
Schedule time with me"
Rollworks,Day 4,Re: sales/mar-tech collab of the century,"Hi first_name ? What are your thoughts?
In my last email I highlighted how big brands like Snowflake and Blackbaud are using RollWorks, but thought I would also share how smaller teams are capitalizing on ABM strategies. Here are a couple actionable tactics that you can deploy with your team today.
Thanks,
John
Schedule time on my calendar"
Hubspot,Day 0,How's it going with HubSpot?,"Hi first_name,
I hope all is well! As your team is currently using HubSpot's free CRM (love to see it!), I wanted to introduce myself as your Sales POC here. As you may have noticed from your use, HubSpot is a flexible and easily customizable platform. The best part about it is that it is an all-in-one solution that can support you from a CRM, marketing, sales, and service perspective.
I would love to talk through how you are currently using HubSpot today as well as your company's plans for growth this year. From there, I can make feature recommendations for your use case, and discuss package options should you decide to upgrade, either now or in the future.
When would be a convenient time this week to connect? Feel free to book time on my calendar here at your convenience.
Best Regards,
John"
Hubspot,Day 4,Re: How's it going with HubSpot?,"Hi first_name,
Checking in on my last message, as I noticed that you and your team are currently using HubSpot's free CRM.
As there is a TON of functionality in there (as I'm sure you noticed), I'd be happy to assist with your further exploration of the platform. While the free CRM access is a great way to get your feet wet and experience the user interface, some guidance from an expert can go a long way in understanding the full power of the system.
Please let me know when might be a good time for a call, or feel free to book time on my calendar here.
Thanks first_name,
John"
Hubspot,Day 6,Re: How's it going with HubSpot?,"Hi first_name,
Haven't heard from you yet, so I figured I would pass along resources to more information about how HubSpot can support you as you grow.
- Why go HubSpot? - Gives a great overview of system
- Marketing Hub | Sales Hub | Service Hub - A breakdown of the functionality in each Hub
- HubSpot Integration Partners - Did you know that we integrate with thousands of other systems and have open APIs?
- HubSpot Case Studies - I encourage you to find a company like yours!
After walking through these resources, please let me know if you have any questions or book time on my calendar.
Best Regards,
John"
Hubspot,Day 10,Re: How's it going with HubSpot?,"Hi first_name,
Hope all is well. Floating this to the top of your inbox.
Do you have a few minutes this week to discuss your use of HubSpot? Happy to dive into your unique use-case and set you up with personalized resources (perhaps even a trial?) to assist in your further exploration of the tools.
Please use my calendar link to book some time at your convenience: Let's chat!
Thanks,
John"
Carta,Day 0,Turn Compensation into a Competitive Advantage,"Hi first_name,
Are you hiring? Carta¡¯s fastest-growing companies are using Carta Total Comp to turn compensation into their competitive advantage. We use salary and equity data from over 10,000 companies to help you benchmark candidates fairly and competitively.
Interested in learning more? Let¡¯s connect! Here is a link to my calendar: calendar_link
Thanks!
John"
Carta,Day 2,Re: Turn Compensation into a Competitive Advantage,"Hi first_name,
Competing against every other company for the best talent is challenging. Our Chief HR Officer, Suzy Walther, recently published a piece on turning compensation into your competitive advantage.
If winning talent is top of mind for either you or your head of recruiting, I¡¯d love to schedule some time to show you how Carta Total Comp can help. Feel free to find a time to connect here
calendar_link
Thanks!
John"
Carta,Day 6,Re: Turn Compensation into a Competitive Advantage,"Hi!
Any thoughts on my note? It would be great to chat and see how we can support your company¡¯s growth!
Thanks!
John"
Carta,Day 13,Any Advice?,"Hi first_name,
I realize many leaders out there have a lot of experience with designing offer letters, building equity refresh programs, and ensuring equality in their compensation strategy. If you¡¯re a pro at this process, we¡¯d love to learn from you and share your story. Please fill out this simple, two question form, and we¡¯ll set some time with you to share your compensation practices with our audience of VCs, accelerators, and other founders.
And, of course, if you have any questions about the Carta suite of products or compensation management in general, please don¡¯t hesitate to reach out.
Thanks so much,
John"
Clearbit,Day 0,Clearbit Intro,"Hi first_name,
This is John from Clearbit - nice to meet you! Since you requested our resource, I wanted to suggest a little give-get.
For context, Clearbit makes sense of your site traffic through reverse IP lookup, auto form fill / shortening, and prospect enrichment across 100+ data points. The result? Forms that practically fill themselves and chat bots that know who¡¯s chatting.
I¡¯d love to connect you with my platform expert to see how this could work for your team. The get? A full CSV of your website visitors. Let me know if a call makes sense!
Thank you, first_name!
John"
Clearbit,Day 6,Re: Clearbit Intro,"Hi first_name,
Hope your team finds some gems in our resource, and want to share the magic behind our tech.
Clearbit takes whatever prospect data crumbs you have, like email address or IP address - and uses it to auto-enrich across 100+ actionable data points. The best leads are then surfaced to your sales team, Hubspot/Marketo etc., and even Google Ads and Facebook for engagement.
If seeing our approach live on a call makes sense, happy to send over the full CSV of your website visitors to jumpstart your efforts. Let me know!
Thanks again,
John"
Clearbit,Day 10,Re: Clearbit Intro,"Hi first_name,
Thought I¡¯d let Ilya Volodarsky, Co?Founder, Segment do the talking.
¡°Clearbit's company, geo, and demographic intel enables our sales and analytics teams to function at maximum capacity. I don't know what we'd do without them.¡±
first_name, if integrating our data into your stack and teams sounds enticing, I¡¯d love to get you scheduled with our product expert! Would next week work on your end?
Thanks again,
John
Ps., Offer still stands to share the full CSV of your website visitors. :)"
Clearbit,Day 17,Re: Clearbit Intro,"Hi first_name,
Truly appreciate you leaning on our Visitor Report to help uncover some valuable prospects.
Don¡¯t want to jam up your inbox, but if you do want a deeper dive into Clearbit's Reveal solution, let me know!
Thank you,
John"
Netsuite,Day 0,Your New Territory Rep,"Hi first_name,
I wanted to introduce myself as I have become the new NetSuite territory rep for Amplemarket¡¯s region. It would be great to hop on a brief 15-minute call to learn a bit more about your company and introduce you to NetSuite and our new simplified (and cheaper) offerings built for smaller companies that are looking for more functionality and efficiencies than QuickBooks and Xero but are not quite ready for the typical ERP jump.
My goal is to open up a conversation with your org about evaluating solutions when the timing makes sense for you. I would prefer to not spend time messaging and filling your inbox so a quick response whether now may be a good time or when you think might be more appropriate would be much appreciated.
A NetSuite Partner wrote this article and thought it would be a helpful read for your team (10 min).
SaaS ERP Explained [link]
They cover business software topics like:
- What is ERP
- ERP Cost Buckets
- ERP Implementation
- SaaS ERP vs. On-Premise ERP
Best Regards,
John | Account Executive"
Netsuite,Day 5,Re: Your New Territory Rep,"Hi first_name,
I'm following up to see if you got the chance to consider my last message? I completely understand that with the current climate, financial software might not be at the top of your list of priorities, but we¡¯d love to just meet you (virtually, of course!) and be on your radar when this crisis ultimately passes.
John
Did you know that 72 of the last 100 companies to IPO chose NetSuite? [link]"
Netsuite,Day 7,"first_name, How about some donuts??","Hey first_name,
It seems as though you are dodging my outreach! I think this is completely understandable, as running the financials at a company is heavy-duty work. I'm sure you're already stretched for time. My goal is to free up more of your time by automating a lot of the tedious parts of the job. If you are open to a quick 10-minute intro, I'd love to send your team a big box of Krispy Kreme (See below)!
talk soon,
John"
Netsuite,Day 12,"Re: first_name, How about some donuts??","Hi first_name,
Not sure if new financial software is on the road map, so if my timing is off please let me know. However, if you are interested in a quick, no-pressure conversation to learn more about us, and for us to learn more about your company, I'd love to chat!
Thank you,
John"
Netsuite,Day 21,"Re: first_name, How about some donuts??","Hi first_name,
Following up on my note below in case it got lost in the shuffle - do you have 10 minutes in the coming weeks to connect a call or can you please direct me to the right person? Please let me know your thoughts either way.
Thanks!
John"
Netsuite,Day 26,"Re: first_name, How about some donuts??","Hi first_name,
I understand that each company has different key initiatives, and this may not be an immediate project. With that said, I'd like to at least make a quick introduction in the case that upgrading your back office operations becomes a priority down the line.
Most companies in your spaces are evaluating proactively, rather than reactively (once complexity overwhelms your current operations). Would you like to learn more?
John"
Netsuite,Day 28,"Re: first_name, How about some donuts??","Hi first_name,
I've tried reaching out a few times to see if business management software is something on your radar. Perhaps you already have this covered, it's not the right time, or there's a better contact for me to speak with?
Please let me know either way - I want to ensure the message is reaching the correct person while being respectful of your time.
John"
Netsuite,Day 34,"Re: first_name, How about some donuts??","Hi first_name,
Please forgive my professional persistence - when would you be free for a call?
I would like to speak on the phone so that we can quickly determine whether or not NetSuite is the right solution for your company. However, if you do not have any interest please let me know so I can make the best use of our time.
Regards,
John"
Sales Impact Academy,Day 0,Repeatable skilling,"Hi both, what're you doing to ensure your reps aren't chewing up your market with blunt saw?
Imagine plugging in an education-layer and smiling knowing your sales reps are executing with the best practice rather than making mistakes that cost you every day in top of funnel, deal conversion... revenue.
Average outcomes across our customers (27% are series B) are 18% bump in SQOs, 15,4% increase win-rate. Noticed you're looking at competitor so thought it may be worth a brief call - so you know what your options are? -thanks, John"
Rollworks,Day 0,first_name - Have some Coffee on RollWorks!,"Hi first_name,
Hope all is well. I sent you a coffee card courtesy of RollWorks. It should have arrived in your inbox right before this message.
I was hoping to discuss demand generation and ABM strategy!
We provide an Account-Based Marketing platform that helps B2B companies like PayScale and Blackbaud identify their target account lists (leveraging fit, intent, and engagement signals), reach decision makers across channels, and provide transparent reporting at the account and contact level. We drive 6x ROI with our data driven approach, and I thought this might be a good fit for company_name's digital strategy as well.
Do you have some time to connect in the next few days?
Best,
John"
Rollworks,Day 2,Enjoy the Coffee!,"Hi first_name,
Hope you enjoy the coffee!
When do you have time this or next week to connect & discuss company_name's demand generation goals?
Look forward to hearing from you!
Best,
John"
